"Date","Price","Open","High","Low","Vol.","Change %"
"06/16/2020","26,289.98","26,326.68","26,611.03","25,811.70","493.36M","2.04%"
"06/15/2020","25,763.16","25,270.39","25,891.58","24,843.18","463.13M","0.62%"
"06/12/2020","25,605.54","25,659.42","25,965.55","25,078.41","521.19M","1.90%"
"06/11/2020","25,128.17","26,282.51","26,294.08","25,082.72","651.47M","-6.90%"
"06/10/2020","26,989.99","27,251.89","27,355.22","26,938.05","449.99M","-1.04%"
"06/09/2020","27,272.30","27,447.37","27,447.37","27,151.06","388.25M","-1.09%"
"06/08/2020","27,572.44","27,232.93","27,580.21","27,232.48","433.34M","1.70%"
"06/05/2020","27,110.98","26,836.80","27,338.30","26,836.80","544.41M","3.15%"
"06/04/2020","26,281.82","26,226.49","26,384.10","26,082.31","375.55M","0.05%"
"06/03/2020","26,269.89","25,906.88","26,337.75","25,906.88","401.27M","2.05%"
"06/02/2020","25,742.65","25,582.52","25,743.13","25,523.74","355.24M","1.05%"
"06/01/2020","25,475.02","25,342.99","25,508.83","25,220.66","341.22M","0.36%"
"05/29/2020","25,383.11","25,324.15","25,482.80","25,031.67","545.14M","-0.07%"
"05/28/2020","25,400.64","25,697.36","25,758.79","25,358.73","378.40M","-0.58%"
"05/27/2020","25,548.27","25,298.63","25,551.56","25,009.87","420.36M","2.21%"
"05/26/2020","24,995.11","24,781.84","25,176.42","24,781.84","426.29M","2.17%"
"05/22/2020","24,465.16","24,461.98","24,481.64","24,294.07","255.66M","-0.04%"
"05/21/2020","24,474.12","24,564.27","24,718.46","24,370.88","348.84M","-0.41%"
"05/20/2020","24,575.90","24,455.94","24,649.48","24,455.94","371.93M","1.52%"
"05/19/2020","24,206.86","24,577.48","24,599.50","24,202.96","376.92M","-1.59%"
"05/18/2020","24,597.37","24,059.98","24,708.54","24,059.98","484.19M","3.85%"
"05/15/2020","23,685.42","23,454.83","23,730.08","23,354.15","495.18M","0.25%"
"05/14/2020","23,625.34","23,049.06","23,630.86","22,789.62","476.98M","1.62%"
"05/13/2020","23,247.97","23,702.16","23,708.90","23,067.64","473.32M","-2.17%"
"05/12/2020","23,764.78","24,292.84","24,382.09","23,761.58","361.56M","-1.89%"
"05/11/2020","24,221.99","24,256.45","24,366.21","24,070.22","356.51M","-0.45%"
"05/08/2020","24,331.32","24,107.82","24,349.90","24,107.05","337.34M","1.91%"
"05/07/2020","23,875.89","23,837.21","24,094.62","23,834.39","371.68M","0.89%"
"05/06/2020","23,664.64","23,978.88","24,054.59","23,661.14","379.91M","-0.91%"
"05/05/2020","23,883.09","23,958.88","24,169.72","23,868.91","374.49M","0.56%"
"05/04/2020","23,749.76","23,581.55","23,769.56","23,361.16","358.39M","0.11%"
"05/01/2020","23,723.69","24,120.78","24,120.78","23,645.30","421.59M","-2.55%"
"04/30/2020","24,345.72","24,585.57","24,585.57","24,186.90","487.84M","-1.17%"
"04/29/2020","24,633.86","24,490.37","24,764.77","24,453.99","462.48M","2.21%"
"04/28/2020","24,101.55","24,357.17","24,512.24","24,031.20","405.71M","-0.13%"
"04/27/2020","24,133.78","23,866.15","24,207.65","23,840.61","391.02M","1.51%"
"04/24/2020","23,775.27","23,628.24","23,826.00","23,417.68","379.31M","1.11%"
"04/23/2020","23,515.26","23,543.09","23,885.36","23,483.35","393.57M","0.17%"
"04/22/2020","23,475.82","23,437.34","23,613.10","23,339.60","356.39M","1.99%"
"04/21/2020","23,018.88","23,365.25","23,365.25","22,941.88","487.65M","-2.67%"
"04/20/2020","23,650.44","24,095.10","24,108.69","23,627.19","427.35M","-2.44%"
"04/17/2020","24,242.49","23,817.15","24,264.21","23,817.15","530.28M","2.99%"
"04/16/2020","23,537.68","23,543.66","23,598.08","23,211.38","478.62M","0.14%"
"04/15/2020","23,504.35","23,600.72","23,649.72","23,233.32","442.15M","-1.86%"
"04/14/2020","23,949.76","23,690.57","24,040.58","23,683.44","487.96M","2.39%"
"04/13/2020","23,390.77","23,698.93","23,698.93","23,095.35","396.56M","-1.39%"
"04/09/2020","23,719.37","23,690.66","24,008.99","23,504.09","568.72M","1.22%"
"04/08/2020","23,433.57","22,893.47","23,513.40","22,682.99","476.09M","3.44%"
"04/07/2020","22,653.86","23,537.44","23,617.24","22,634.45","595.87M","-0.12%"
"04/06/2020","22,679.99","21,693.63","22,783.45","21,693.63","614.20M","7.73%"
"04/03/2020","21,052.53","21,285.93","21,447.81","20,863.09","451.62M","-1.69%"
"04/02/2020","21,413.44","20,819.46","21,477.77","20,735.02","534.67M","2.24%"
"04/01/2020","20,943.51","21,227.38","21,487.24","20,784.43","508.31M","-4.44%"
"03/31/2020","21,917.16","22,208.42","22,480.37","21,852.08","573.59M","-1.84%"
"03/30/2020","22,327.48","21,678.22","22,378.09","21,522.08","546.85M","3.19%"
"03/27/2020","21,636.78","21,898.47","22,327.57","21,469.27","591.33M","-4.06%"
"03/26/2020","22,552.17","21,468.38","22,595.06","21,427.10","713.73M","6.38%"
"03/25/2020","21,200.55","21,050.34","22,019.93","20,538.34","803.31M","2.39%"
"03/24/2020","20,704.91","19,722.19","20,737.70","19,649.25","808.47M","11.37%"
"03/23/2020","18,591.93","19,028.36","19,121.01","18,213.65","801.24M","-3.04%"
"03/20/2020","19,173.98","20,253.15","20,531.26","19,094.27","872.29M","-4.55%"
"03/19/2020","20,087.19","19,830.01","20,442.63","19,177.13","795.80M","0.95%"
"03/18/2020","19,898.92","20,188.69","20,489.33","18,917.46","874.09M","-6.30%"
"03/17/2020","21,237.38","20,487.05","21,379.35","19,882.26","795.84M","5.20%"
"03/16/2020","20,188.52","20,917.53","21,768.28","20,116.46","775.91M","-12.93%"
"03/13/2020","23,185.62","21,973.82","23,189.76","21,285.37","843.08M","9.36%"
"03/12/2020","21,200.62","22,184.71","22,837.95","21,154.46","911.77M","-9.99%"
"03/11/2020","23,553.22","24,604.63","24,604.63","23,328.32","663.96M","-5.86%"
"03/10/2020","25,018.16","24,453.00","25,020.99","23,690.34","654.86M","4.89%"
"03/09/2020","23,851.02","24,992.36","24,992.36","23,706.07","750.43M","-7.79%"
"03/06/2020","25,864.78","25,457.21","25,994.38","25,226.62","601.01M","-0.98%"
"03/05/2020","26,121.28","26,671.92","26,671.92","25,943.33","477.37M","-3.58%"
"03/04/2020","27,090.86","26,383.68","27,102.34","26,286.31","457.59M","4.53%"
"03/03/2020","25,917.41","26,762.47","27,084.59","25,706.28","647.08M","-2.94%"
"03/02/2020","26,703.32","25,590.51","26,706.17","25,391.96","637.20M","5.09%"
"02/28/2020","25,409.36","25,270.83","25,494.24","24,681.01","922.68M","-1.39%"
"02/27/2020","25,766.64","26,526.00","26,775.31","25,752.82","670.37M","-4.42%"
"02/26/2020","26,957.59","27,159.46","27,542.78","26,890.97","477.57M","-0.46%"
"02/25/2020","27,081.36","28,037.65","28,149.20","26,997.62","513.27M","-3.15%"
"02/24/2020","27,960.80","28,402.93","28,402.93","27,912.44","458.71M","-3.56%"
"02/21/2020","28,992.41","29,146.53","29,146.53","28,892.70","313.44M","-0.78%"
"02/20/2020","29,219.98","29,296.25","29,368.45","28,959.65","289.07M","-0.44%"
"02/19/2020","29,348.03","29,312.70","29,409.09","29,274.38","242.65M","0.40%"
"02/18/2020","29,232.19","29,282.78","29,330.16","29,116.81","264.16M","-0.56%"
"02/14/2020","29,398.08","29,440.47","29,463.04","29,283.18","232.55M","-0.09%"
"02/13/2020","29,423.31","29,436.03","29,535.40","29,345.93","294.36M","-0.43%"
"02/12/2020","29,551.42","29,406.75","29,568.57","29,406.75","309.53M","0.94%"
"02/11/2020","29,276.34","29,390.71","29,415.39","29,210.47","281.85M","0.00%"
"02/10/2020","29,276.82","28,995.66","29,278.07","28,995.66","257.46M","0.60%"
"02/07/2020","29,102.51","29,286.92","29,286.92","29,056.98","253.87M","-0.94%"
"02/06/2020","29,379.77","29,388.58","29,408.05","29,246.93","263.70M","0.30%"
"02/05/2020","29,290.85","29,048.73","29,308.89","29,000.85","357.54M","1.68%"
"02/04/2020","28,807.63","28,696.74","28,904.88","28,696.74","332.75M","1.44%"
"02/03/2020","28,399.81","28,319.65","28,630.39","28,319.65","315.50M","0.51%"
"01/31/2020","28,256.03","28,813.04","28,813.04","28,169.53","403.89M","-2.09%"
"01/30/2020","28,859.44","28,640.16","28,879.71","28,489.76","326.85M","0.43%"
"01/29/2020","28,734.45","28,820.53","28,944.24","28,728.19","305.93M","0.04%"
"01/28/2020","28,722.85","28,594.28","28,823.23","28,575.75","352.94M","0.66%"
"01/27/2020","28,535.80","28,542.49","28,671.79","28,440.47","337.27M","-1.57%"
"01/24/2020","28,989.73","29,230.39","29,288.79","28,843.31","380.01M","-0.58%"
"01/23/2020","29,160.09","29,111.02","29,190.47","28,966.98","307.06M","-0.09%"
"01/22/2020","29,186.27","29,263.63","29,320.20","29,172.26","283.44M","-0.03%"
"01/21/2020","29,196.04","29,269.05","29,341.21","29,146.47","320.64M","-0.52%"
"01/17/2020","29,348.10","29,313.31","29,373.62","29,289.91","336.87M","0.17%"
"01/16/2020","29,297.64","29,131.95","29,300.32","29,131.95","252.11M","0.92%"
"01/15/2020","29,030.22","28,901.80","29,127.59","28,897.35","263.43M","0.31%"
"01/14/2020","28,939.67","28,895.50","29,054.16","28,872.27","296.04M","0.11%"
"01/13/2020","28,907.05","28,869.01","28,909.91","28,819.43","263.02M","0.29%"
"01/10/2020","28,823.77","28,977.52","29,009.07","28,789.10","239.17M","-0.46%"
"01/09/2020","28,956.90","28,851.97","28,988.01","28,844.31","282.85M","0.74%"
"01/08/2020","28,745.09","28,556.14","28,866.18","28,522.51","296.43M","0.56%"
"01/07/2020","28,583.68","28,639.18","28,685.50","28,565.28","266.68M","-0.42%"
"01/06/2020","28,703.38","28,465.50","28,708.02","28,418.63","261.81M","0.24%"
"01/03/2020","28,634.88","28,553.33","28,716.31","28,500.36","239.59M","-0.81%"
"01/02/2020","28,868.80","28,638.97","28,872.80","28,627.77","254.29M","1.16%"
"12/31/2019","28,538.44","28,414.64","28,547.35","28,376.49","193.34M","0.27%"
"12/30/2019","28,462.14","28,654.76","28,664.69","28,428.98","185.07M","-0.64%"
"12/27/2019","28,645.26","28,675.34","28,701.66","28,608.98","184.93M","0.08%"
"12/26/2019","28,621.39","28,539.46","28,624.10","28,535.15","155.97M","0.37%"
"12/24/2019","28,515.45","28,572.57","28,576.80","28,503.21","95.29M","-0.13%"
"12/23/2019","28,551.53","28,491.78","28,582.49","28,491.78","233.47M","0.34%"
"12/20/2019","28,455.09","28,608.64","28,608.64","28,445.60","603.78M","0.28%"
"12/19/2019","28,376.96","28,278.31","28,381.48","28,278.24","262.57M","0.49%"
"12/18/2019","28,239.28","28,291.44","28,323.25","28,239.28","289.89M","-0.10%"
"12/17/2019","28,267.16","28,221.75","28,328.63","28,220.56","286.77M","0.11%"
"12/16/2019","28,235.89","28,191.67","28,337.49","28,191.67","286.77M","0.36%"
"12/13/2019","28,135.38","28,123.64","28,290.73","28,028.32","254.81M","0.01%"
"12/12/2019","28,132.05","27,898.34","28,224.95","27,859.87","277.74M","0.79%"
"12/11/2019","27,911.30","27,867.31","27,925.50","27,801.80","221.70M","0.11%"
"12/10/2019","27,881.72","27,900.65","27,949.02","27,804.00","215.81M","-0.10%"
"12/09/2019","27,909.60","27,987.05","28,010.42","27,906.14","219.07M","-0.38%"
"12/06/2019","28,015.06","27,839.68","28,035.85","27,839.68","224.83M","1.22%"
"12/05/2019","27,677.79","27,736.05","27,745.20","27,562.80","219.99M","0.10%"
"12/04/2019","27,649.78","27,634.63","27,727.45","27,612.08","218.20M","0.53%"
"12/03/2019","27,502.81","27,501.98","27,524.74","27,325.13","275.35M","-1.01%"
"12/02/2019","27,783.04","28,109.74","28,109.84","27,782.35","236.61M","-0.96%"
"11/29/2019","28,051.41","28,103.16","28,119.51","28,042.53","122.62M","-0.40%"
"11/27/2019","28,164.00","28,156.47","28,174.97","28,075.23","198.21M","0.15%"
"11/26/2019","28,121.68","28,080.75","28,146.02","28,042.21","329.80M","0.20%"
"11/25/2019","28,066.47","27,917.77","28,068.69","27,917.77","248.42M","0.68%"
"11/22/2019","27,875.62","27,831.23","27,898.46","27,773.98","218.58M","0.39%"
"11/21/2019","27,766.29","27,820.28","27,828.33","27,708.34","232.02M","-0.20%"
"11/20/2019","27,821.09","27,879.55","27,897.28","27,675.28","260.24M","-0.40%"
"11/19/2019","27,934.02","28,079.76","28,090.21","27,894.52","256.62M","-0.36%"
"11/18/2019","28,036.22","27,993.22","28,040.97","27,969.24","252.32M","0.11%"
"11/15/2019","28,004.89","27,843.54","28,004.89","27,843.54","288.91M","0.80%"
"11/14/2019","27,781.96","27,757.20","27,800.71","27,676.97","303.97M","-0.01%"
"11/13/2019","27,783.59","27,622.04","27,806.40","27,587.20","278.39M","0.33%"
"11/12/2019","27,691.49","27,701.59","27,770.86","27,635.32","213.67M","0.00%"
"11/11/2019","27,691.49","27,580.66","27,714.39","27,517.67","204.62M","0.04%"
"11/08/2019","27,681.24","27,686.20","27,694.95","27,578.97","222.79M","0.02%"
"11/07/2019","27,674.80","27,590.16","27,774.67","27,590.16","263.58M","0.66%"
"11/06/2019","27,492.56","27,502.74","27,526.05","27,407.81","243.19M","0.00%"
"11/05/2019","27,492.63","27,500.23","27,560.36","27,453.55","293.96M","0.11%"
"11/04/2019","27,462.11","27,402.06","27,517.58","27,402.06","273.03M","0.42%"
"11/01/2019","27,347.36","27,142.95","27,347.43","27,142.95","272.07M","1.11%"
"10/31/2019","27,046.23","27,188.37","27,188.37","26,918.29","273.83M","-0.52%"
"10/30/2019","27,186.69","27,110.71","27,204.36","26,999.64","231.75M","0.43%"
"10/29/2019","27,071.42","27,061.07","27,165.94","27,039.76","269.61M","-0.07%"
"10/28/2019","27,090.72","27,040.33","27,167.88","27,028.71","290.77M","0.49%"
"10/25/2019","26,958.06","26,789.61","27,015.37","26,765.68","274.61M","0.57%"
"10/24/2019","26,805.53","26,893.93","26,931.78","26,714.34","259.64M","-0.11%"
"10/23/2019","26,833.95","26,835.24","26,896.89","26,745.00","247.68M","0.17%"
"10/22/2019","26,788.10","26,850.43","26,946.64","26,782.61","265.51M","-0.15%"
"10/21/2019","26,827.64","26,852.67","26,852.67","26,747.62","241.03M","0.21%"
"10/18/2019","26,770.20","27,004.49","27,018.25","26,770.13","293.61M","-0.95%"
"10/17/2019","27,025.88","27,032.38","27,112.16","26,970.29","225.06M","0.09%"
"10/16/2019","27,001.98","26,972.31","27,058.34","26,943.29","218.24M","-0.08%"
"10/15/2019","27,024.80","26,811.20","27,120.11","26,811.20","247.48M","0.89%"
"10/14/2019","26,787.36","26,766.43","26,874.33","26,749.18","178.62M","-0.11%"
"10/11/2019","26,816.59","26,694.20","27,013.97","26,694.20","283.53M","1.21%"
"10/10/2019","26,496.67","26,317.35","26,603.31","26,314.51","217.68M","0.57%"
"10/09/2019","26,346.01","26,308.23","26,424.31","26,249.75","191.75M","0.70%"
"10/08/2019","26,164.04","26,276.59","26,421.81","26,139.80","251.42M","-1.19%"
"10/07/2019","26,478.02","26,502.33","26,655.84","26,424.54","197.51M","-0.36%"
"10/04/2019","26,573.72","26,271.70","26,590.74","26,271.70","224.49M","1.42%"
"10/03/2019","26,201.04","26,039.02","26,205.20","25,743.46","249.02M","0.47%"
"10/02/2019","26,078.62","26,425.86","26,438.04","25,974.12","312.73M","-1.86%"
"10/01/2019","26,573.04","26,962.54","27,046.21","26,562.22","272.18M","-1.28%"
"09/30/2019","26,916.83","26,852.33","26,998.86","26,852.33","228.48M","0.36%"
"09/27/2019","26,820.25","26,987.26","27,012.54","26,715.82","217.78M","-0.26%"
"09/26/2019","26,891.12","27,004.11","27,015.07","26,803.84","230.80M","-0.30%"
"09/25/2019","26,970.71","26,866.71","27,016.56","26,755.86","237.22M","0.61%"
"09/24/2019","26,807.77","27,034.07","27,079.68","26,704.96","307.43M","-0.53%"
"09/23/2019","26,949.99","26,851.45","27,011.07","26,831.34","214.83M","0.06%"
"09/20/2019","26,935.07","27,102.18","27,194.75","26,926.68","512.57M","-0.59%"
"09/19/2019","27,094.79","27,186.05","27,272.17","27,064.21","216.44M","-0.19%"
"09/18/2019","27,147.08","27,075.39","27,161.93","26,899.15","212.86M","0.13%"
"09/17/2019","27,110.80","27,010.12","27,110.80","26,984.14","223.58M","0.13%"
"09/16/2019","27,076.82","27,146.06","27,172.87","27,032.56","220.62M","-0.52%"
"09/13/2019","27,219.52","27,216.67","27,277.55","27,193.95","255.26M","0.14%"
"09/12/2019","27,182.45","27,197.32","27,306.73","27,105.01","254.65M","0.17%"
"09/11/2019","27,137.04","26,928.05","27,137.04","26,885.48","272.59M","0.85%"
"09/10/2019","26,909.43","26,805.83","26,909.43","26,717.05","322.34M","0.28%"
"09/09/2019","26,835.51","26,866.23","26,900.83","26,762.18","273.12M","0.14%"
"09/06/2019","26,797.46","26,790.25","26,860.87","26,708.39","209.70M","0.26%"
"09/05/2019","26,728.15","26,603.15","26,836.30","26,603.15","256.67M","1.41%"
"09/04/2019","26,355.47","26,301.99","26,362.35","26,244.44","202.71M","0.91%"
"09/03/2019","26,118.02","26,198.26","26,198.26","25,978.22","223.21M","-1.08%"
"08/30/2019","26,403.28","26,476.39","26,514.62","26,295.59","219.08M","0.16%"
"08/29/2019","26,362.25","26,249.09","26,408.84","26,185.71","212.19M","1.25%"
"08/28/2019","26,036.10","25,712.99","26,041.57","25,637.43","207.07M","1.00%"
"08/27/2019","25,777.90","26,014.46","26,054.02","25,721.85","263.53M","-0.47%"
"08/26/2019","25,898.83","25,826.05","25,941.25","25,716.39","222.78M","1.05%"
"08/23/2019","25,628.90","26,134.21","26,320.29","25,507.18","364.26M","-2.37%"
"08/22/2019","26,252.24","26,271.64","26,388.78","26,099.01","222.81M","0.19%"
"08/21/2019","26,202.73","26,145.36","26,268.32","26,141.77","208.79M","0.93%"
"08/20/2019","25,962.44","26,086.86","26,160.12","25,952.00","238.10M","-0.66%"
"08/19/2019","26,135.79","26,020.06","26,222.32","26,020.06","252.64M","0.96%"
"08/16/2019","25,886.01","25,678.17","25,929.65","25,678.17","276.21M","1.20%"
"08/15/2019","25,579.39","25,514.25","25,639.69","25,339.60","335.80M","0.39%"
"08/14/2019","25,479.42","26,035.08","26,035.08","25,471.59","357.00M","-3.05%"
"08/13/2019","26,279.91","25,888.88","26,426.97","25,833.25","309.61M","1.44%"
"08/12/2019","25,907.37","26,169.91","26,178.95","25,824.94","200.58M","-1.45%"
"08/09/2019","26,287.44","26,337.09","26,413.36","26,097.64","241.93M","-0.34%"
"08/08/2019","26,378.19","26,086.52","26,383.61","26,038.10","283.59M","1.43%"
"08/07/2019","26,007.07","25,814.22","26,073.21","25,440.39","350.09M","-0.09%"
"08/06/2019","26,029.52","25,810.62","26,038.68","25,710.87","322.97M","1.21%"
"08/05/2019","25,717.74","26,259.23","26,259.23","25,523.38","423.37M","-2.90%"
"08/02/2019","26,485.01","26,528.66","26,570.02","26,249.22","335.72M","-0.37%"
"08/01/2019","26,583.42","26,879.86","27,175.59","26,548.71","390.49M","-1.05%"
"07/31/2019","26,864.27","27,244.67","27,281.65","26,719.60","389.00M","-1.23%"
"07/30/2019","27,198.02","27,145.39","27,224.36","27,069.86","293.25M","-0.09%"
"07/29/2019","27,221.35","27,192.24","27,275.85","27,178.06","259.32M","0.11%"
"07/26/2019","27,192.45","27,166.00","27,213.70","27,123.25","243.20M","0.19%"
"07/25/2019","27,140.98","27,247.39","27,298.43","27,062.48","244.02M","-0.47%"
"07/24/2019","27,269.97","27,262.24","27,291.04","27,191.12","245.88M","-0.29%"
"07/23/2019","27,349.19","27,231.86","27,368.81","27,204.58","250.80M","0.65%"
"07/22/2019","27,171.90","27,174.18","27,227.77","27,088.90","226.95M","0.07%"
"07/19/2019","27,154.20","27,246.38","27,342.96","27,145.78","287.69M","-0.25%"
"07/18/2019","27,222.97","27,191.98","27,266.81","27,068.79","218.82M","0.01%"
"07/17/2019","27,219.85","27,320.91","27,343.06","27,218.38","196.78M","-0.42%"
"07/16/2019","27,335.63","27,349.32","27,398.68","27,290.24","226.00M","-0.09%"
"07/15/2019","27,359.16","27,364.69","27,364.69","27,294.17","199.73M","0.10%"
"07/12/2019","27,332.03","27,139.49","27,333.79","27,135.45","248.39M","0.90%"
"07/11/2019","27,088.08","26,950.16","27,088.45","26,916.32","252.30M","0.85%"
"07/10/2019","26,860.20","26,851.96","26,983.45","26,813.11","207.99M","0.29%"
"07/09/2019","26,783.49","26,725.12","26,807.70","26,665.57","218.33M","-0.08%"
"07/08/2019","26,806.14","26,835.64","26,839.14","26,744.87","214.29M","-0.43%"
"07/05/2019","26,922.12","26,867.75","26,950.81","26,733.33","192.17M","-0.16%"
"07/03/2019","26,966.00","26,832.32","26,966.00","26,831.44","149.84M","0.67%"
"07/02/2019","26,786.68","26,719.53","26,787.56","26,632.65","219.27M","0.26%"
"07/01/2019","26,717.43","26,805.86","26,890.64","26,616.21","285.35M","0.44%"
"06/28/2019","26,599.96","26,605.93","26,638.35","26,522.27","499.35M","0.28%"
"06/27/2019","26,526.58","26,523.72","26,607.24","26,465.32","246.93M","-0.04%"
"06/26/2019","26,536.82","26,599.42","26,660.04","26,536.33","274.34M","-0.04%"
"06/25/2019","26,548.22","26,731.61","26,752.31","26,527.66","282.16M","-0.67%"
"06/24/2019","26,727.54","26,727.61","26,806.52","26,723.37","232.39M","0.03%"
"06/21/2019","26,719.13","26,749.12","26,907.37","26,705.87","485.56M","-0.13%"
"06/20/2019","26,753.17","26,665.38","26,798.63","26,539.69","278.17M","0.94%"
"06/19/2019","26,504.00","26,490.16","26,569.75","26,415.05","240.95M","0.15%"
"06/18/2019","26,465.54","26,228.88","26,527.19","26,227.76","273.49M","1.35%"
"06/17/2019","26,112.53","26,108.53","26,165.78","26,049.80","199.50M","0.09%"
"06/14/2019","26,089.61","26,076.36","26,162.28","25,988.09","208.02M","-0.07%"
"06/13/2019","26,106.77","26,036.94","26,146.91","25,995.71","213.40M","0.39%"
"06/12/2019","26,004.83","26,040.30","26,082.10","25,958.66","223.69M","-0.17%"
"06/11/2019","26,048.51","26,180.59","26,248.67","25,998.87","253.49M","-0.05%"
"06/10/2019","26,062.68","26,090.22","26,210.61","26,054.31","249.28M","0.30%"
"06/07/2019","25,983.94","25,768.72","26,072.75","25,768.72","263.01M","1.02%"
"06/06/2019","25,720.66","25,567.45","25,800.30","25,518.05","248.07M","0.71%"
"06/05/2019","25,539.57","25,451.00","25,544.66","25,373.58","262.66M","0.82%"
"06/04/2019","25,332.18","24,962.82","25,343.77","24,962.82","281.69M","2.06%"
"06/03/2019","24,819.78","24,830.16","24,935.21","24,680.57","328.24M","0.02%"
"05/31/2019","24,815.04","25,046.31","25,046.31","24,809.51","292.23M","-1.41%"
"05/30/2019","25,169.88","25,139.94","25,218.54","25,066.75","215.24M","0.17%"
"05/29/2019","25,126.41","25,231.46","25,231.46","24,938.24","298.93M","-0.87%"
"05/28/2019","25,347.77","25,616.55","25,717.63","25,342.28","364.85M","-0.93%"
"05/24/2019","25,585.69","25,551.07","25,670.81","25,496.20","201.37M","0.37%"
"05/23/2019","25,490.47","25,657.99","25,657.99","25,328.09","316.94M","-1.11%"
"05/22/2019","25,776.61","25,818.46","25,878.21","25,755.11","241.76M","-0.39%"
"05/21/2019","25,877.33","25,782.34","25,898.27","25,779.61","260.87M","0.77%"
"05/20/2019","25,679.90","25,655.31","25,751.71","25,560.55","279.56M","-0.33%"
"05/17/2019","25,764.00","25,719.95","25,948.74","25,657.78","283.76M","-0.38%"
"05/16/2019","25,862.68","25,692.14","25,957.63","25,692.14","320.96M","0.84%"
"05/15/2019","25,648.02","25,400.13","25,724.89","25,341.94","270.72M","0.45%"
"05/14/2019","25,532.05","25,384.03","25,688.96","25,384.03","291.57M","0.82%"
"05/13/2019","25,324.99","25,568.06","25,568.06","25,222.51","361.24M","-2.38%"
"05/10/2019","25,942.37","25,763.72","26,019.32","25,469.86","294.58M","0.44%"
"05/09/2019","25,828.36","25,878.85","25,884.89","25,517.39","334.76M","-0.54%"
"05/08/2019","25,967.33","25,933.79","26,118.10","25,889.41","276.42M","0.01%"
"05/07/2019","25,965.09","26,276.90","26,276.90","25,789.71","334.96M","-1.79%"
"05/06/2019","26,438.48","26,160.62","26,476.27","26,033.95","283.02M","-0.25%"
"05/03/2019","26,504.95","26,379.14","26,534.96","26,370.09","248.90M","0.75%"
"05/02/2019","26,307.79","26,407.15","26,454.69","26,180.36","287.61M","-0.46%"
"05/01/2019","26,430.14","26,639.06","26,689.39","26,426.38","303.85M","-0.61%"
"04/30/2019","26,592.91","26,594.56","26,614.04","26,419.47","340.32M","0.15%"
"04/29/2019","26,554.39","26,559.87","26,602.54","26,520.75","279.45M","0.04%"
"04/26/2019","26,543.33","26,454.62","26,543.56","26,392.55","317.29M","0.31%"
"04/25/2019","26,462.08","26,426.37","26,536.48","26,310.28","296.73M","-0.51%"
"04/24/2019","26,597.05","26,652.56","26,680.58","26,582.86","283.37M","-0.22%"
"04/23/2019","26,656.39","26,513.83","26,695.96","26,503.56","311.69M","0.55%"
"04/22/2019","26,511.05","26,510.77","26,553.05","26,458.61","232.57M","-0.18%"
"04/18/2019","26,559.54","26,463.37","26,602.42","26,444.53","332.85M","0.42%"
"04/17/2019","26,449.54","26,468.53","26,501.02","26,391.86","367.78M","-0.01%"
"04/16/2019","26,452.66","26,482.19","26,530.71","26,397.19","302.34M","0.26%"
"04/15/2019","26,384.77","26,407.76","26,424.85","26,316.42","250.62M","-0.10%"
"04/12/2019","26,412.30","26,357.79","26,436.68","26,309.72","369.91M","1.03%"
"04/11/2019","26,143.05","26,188.21","26,229.88","26,062.59","211.68M","-0.05%"
"04/10/2019","26,157.16","26,173.71","26,209.49","26,101.24","203.13M","0.03%"
"04/09/2019","26,150.58","26,243.54","26,246.34","26,103.14","244.41M","-0.72%"
"04/08/2019","26,341.02","26,312.67","26,344.65","26,246.03","229.38M","-0.32%"
"04/05/2019","26,424.99","26,427.56","26,487.57","26,370.82","229.55M","0.15%"
"04/04/2019","26,384.63","26,213.42","26,398.90","26,212.78","233.04M","0.64%"
"04/03/2019","26,218.13","26,238.03","26,282.17","26,138.47","271.98M","0.15%"
"04/02/2019","26,179.13","26,213.55","26,221.24","26,122.31","250.94M","-0.30%"
"04/01/2019","26,258.42","26,075.10","26,280.90","26,071.69","295.57M","1.27%"
"03/29/2019","25,928.68","25,827.31","25,949.32","25,771.67","300.62M","0.82%"
"03/28/2019","25,717.46","25,693.32","25,743.41","25,576.69","237.17M","0.36%"
"03/27/2019","25,625.59","25,676.34","25,758.17","25,425.27","270.34M","-0.13%"
"03/26/2019","25,657.73","25,649.56","25,796.29","25,544.78","305.11M","0.55%"
"03/25/2019","25,516.83","25,490.72","25,603.27","25,372.26","303.12M","0.06%"
"03/22/2019","25,502.32","25,844.65","25,877.01","25,501.45","386.51M","-1.77%"
"03/21/2019","25,962.51","25,688.44","26,009.90","25,657.78","335.25M","0.84%"
"03/20/2019","25,745.67","25,867.79","25,929.52","25,670.63","321.98M","-0.55%"
"03/19/2019","25,887.38","25,987.87","26,109.68","25,814.92","342.25M","-0.10%"
"03/18/2019","25,914.10","25,801.88","25,924.77","25,785.66","303.17M","0.25%"
"03/15/2019","25,848.87","25,720.96","25,927.91","25,649.70","616.91M","0.54%"
"03/14/2019","25,709.94","25,692.31","25,752.84","25,621.31","302.79M","0.03%"
"03/13/2019","25,702.89","25,637.23","25,776.49","25,571.31","331.41M","0.58%"
"03/12/2019","25,554.66","25,600.30","25,675.44","25,522.17","312.52M","-0.38%"
"03/11/2019","25,650.88","25,208.00","25,661.63","25,208.00","309.79M","0.79%"
